0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 0.000, provers = ["cvc5_proof"], slices = 192,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.proof      7623ms Matrix_Tensor.Matrix_Tensor 2962:116601  some (SH 7623ms, ATP 2129ms): Try this: by (smt (cvc5) assms(4) length_0_conv mat_def mat_mult matrix_row_length wf1 wf2)
0.sledgehammer goal.using      6476ms Matrix_Tensor.Matrix_Tensor 2964:116643  some (SH 6476ms, ATP 2092ms): Try this: by (smt (cvc5) assms(3) mat_mult matrix_row_length unique_row_col(1) wf1 wf2)
0.sledgehammer goal.by         3651ms Matrix_Tensor.Matrix_Tensor 2964:116722  some (SH 3651ms, ATP 1697ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7018ms Matrix_Tensor.Matrix_Tensor 2966:116775  some (SH 7017ms, ATP 1597ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.by         3581ms Matrix_Tensor.Matrix_Tensor 2966:116789  some (SH 3580ms, ATP 1469ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      8122ms Matrix_Tensor.Matrix_Tensor 2968:116822  some (SH 8121ms, ATP 661ms): Try this: by (smt (cvc5) assms(4) length_greater_0_conv mat_def wf2)
0.sledgehammer goal.using      3367ms Matrix_Tensor.Matrix_Tensor 2970:116872  some (SH 3367ms, ATP 1080ms): Try this: by (smt (cvc5) mat_def wf2)
0.sledgehammer goal.by         3396ms Matrix_Tensor.Matrix_Tensor 2970:116895  some (SH 3396ms, ATP 1311ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3184ms Matrix_Tensor.Matrix_Tensor 2971:116923  some (SH 3182ms, ATP 768ms): Try this: by (smt (cvc5) assms(4) length_greater_0_conv)
0.sledgehammer goal.by         2835ms Matrix_Tensor.Matrix_Tensor 2971:116938  some (SH 2834ms, ATP 704ms): Try this: by (smt (cvc5) length_greater_0_conv)
0.sledgehammer goal.by         4698ms Matrix_Tensor.Matrix_Tensor 2974:117002  some (SH 4697ms, ATP 2183ms): Try this: by (smt (cvc5) calculation(1))
0.sledgehammer goal.by         7004ms Matrix_Tensor.Matrix_Tensor 2975:117049  some (SH 7003ms, ATP 1317ms): Try this: by (smt (cvc5) less_numeral_extra(3) list.size(3))
0.sledgehammer goal.proof     12419ms Matrix_Tensor.Matrix_Tensor 2989:117567  some (SH 12418ms, ATP 2705ms): Try this: by (smt (cvc5) effective_well_defined_Tensor length_map mat_mult mat_multI_def matchAA matchBB matrix_row_length non_Nil non_empty_mat_mult unique_row_col(1) wf1 wf2 wf3 wf4)
0.sledgehammer goal.using      5078ms Matrix_Tensor.Matrix_Tensor 2991:117646  some (SH 5078ms, ATP 1795ms): Try this: by (smt (cvc5) mat_mult matchAA wf1 wf2)
0.sledgehammer goal.by         3651ms Matrix_Tensor.Matrix_Tensor 2991:117679  some (SH 3651ms, ATP 1562ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3956ms Matrix_Tensor.Matrix_Tensor 2993:117778  some (SH 3955ms, ATP 1374ms): Try this: by (smt (cvc5) matrix_row_length)
0.sledgehammer goal.using      7066ms Matrix_Tensor.Matrix_Tensor 2995:117909  some (SH 7066ms, ATP 1756ms): Try this: apply (smt (cvc5) "0" matchAA non_Nil non_empty_mat_mult unique_row_col(1) wf1 wf2)
0.sledgehammer goal.apply      5423ms Matrix_Tensor.Matrix_Tensor 2996:117963  some (SH 5422ms, ATP 1798ms): Try this: apply (smt (cvc5) matchAA non_Nil wf1 wf2)
0.sledgehammer goal.by         5562ms Matrix_Tensor.Matrix_Tensor 2997:118033  some (SH 5562ms, ATP 1606ms): Try this: by (smt (cvc5) "0" mat_def)
0.sledgehammer goal.using      5488ms Matrix_Tensor.Matrix_Tensor 2999:118175  some (SH 5487ms, ATP 1618ms): Try this: by (smt (cvc5) mat_mult matchBB wf3 wf4)
0.sledgehammer goal.by         3505ms Matrix_Tensor.Matrix_Tensor 2999:118206  some (SH 3504ms, ATP 1475ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4011ms Matrix_Tensor.Matrix_Tensor 3001:118306  some (SH 4010ms, ATP 1575ms): Try this: by (smt (cvc5) matrix_row_length)
0.sledgehammer goal.using      7039ms Matrix_Tensor.Matrix_Tensor 3003:118438  some (SH 7038ms, ATP 1722ms): Try this: apply (smt (cvc5) "3" matchBB non_Nil non_empty_mat_mult unique_row_col(1) wf3 wf4)
0.sledgehammer goal.apply      5315ms Matrix_Tensor.Matrix_Tensor 3004:118490  some (SH 5314ms, ATP 1871ms): Try this: apply (smt (cvc5) matchBB non_Nil wf3 wf4)
0.sledgehammer goal.by         6180ms Matrix_Tensor.Matrix_Tensor 3005:118561  some (SH 6179ms, ATP 2255ms): Try this: by (smt (cvc5) "3" mat_def)
0.sledgehammer goal.using      7227ms Matrix_Tensor.Matrix_Tensor 3006:118642  some (SH 7227ms, ATP 1727ms): Try this: by (smt (cvc5) "1" "2" "4" calculation(2) effective_well_defined_Tensor)
0.sledgehammer goal.by         4281ms Matrix_Tensor.Matrix_Tensor 3007:118685  some (SH 4280ms, ATP 1658ms): Try this: by (smt (cvc5) "2" calculation(2))
0.sledgehammer goal.using      6266ms Matrix_Tensor.Matrix_Tensor 3014:118919  some (SH 6266ms, ATP 2560ms): Try this: by (smt (cvc5) matrix_match_def tensor_compose_distribution1)
0.sledgehammer goal.unfolding  4585ms Matrix_Tensor.Matrix_Tensor 3014:118954  some (SH 4584ms, ATP 1838ms): Try this: by (smt (cvc5) matrix_match_def)
0.sledgehammer goal.by         4391ms Matrix_Tensor.Matrix_Tensor 3014:118981  some (SH 4390ms, ATP 2391ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      8486ms Matrix_Tensor.Matrix_Tensor 3028:119500  some (SH 8485ms, ATP 1796ms): Try this: by (smt (cvc5) effective_well_defined_Tensor mat_mult matchAA matchBB row_length_mat wf1 wf2 wf3 wf4)
0.sledgehammer goal.using      4174ms Matrix_Tensor.Matrix_Tensor 3033:119638  some (SH 4173ms, ATP 1324ms): Try this: by (smt (cvc5) effective_well_defined_Tensor wf1 wf3)
0.sledgehammer goal.by         3024ms Matrix_Tensor.Matrix_Tensor 3033:119672  some (SH 3023ms, ATP 1042ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4542ms Matrix_Tensor.Matrix_Tensor 3038:119844  some (SH 4541ms, ATP 1331ms): Try this: by (smt (cvc5) effective_well_defined_Tensor wf2 wf4)
0.sledgehammer goal.by         3899ms Matrix_Tensor.Matrix_Tensor 3038:119878  some (SH 3899ms, ATP 1827ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3828ms Matrix_Tensor.Matrix_Tensor 3041:120000  some (SH 3827ms, ATP 1107ms): Try this: by (smt (cvc5) matchAA matchBB)
0.sledgehammer goal.by         3045ms Matrix_Tensor.Matrix_Tensor 3041:120022  some (SH 3044ms, ATP 1055ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5730ms Matrix_Tensor.Matrix_Tensor 3042:120055  some (SH 5730ms, ATP 2350ms): Try this: by (smt (cvc5) mat_mult row_length_mat)
0.sledgehammer goal.by         3825ms Matrix_Tensor.Matrix_Tensor 3042:120085  some (SH 3825ms, ATP 1658ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7051ms Matrix_Tensor.Matrix_Tensor 3047:120179  some (SH 7050ms, ATP 1509ms): Try this: by (smt (cvc5) assms(1,2) length_0_conv length_Tensor mult_is_0)
0.sledgehammer goal.by         3463ms Matrix_Tensor.Matrix_Tensor 3047:120242  some (SH 3463ms, ATP 1494ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      9528ms Matrix_Tensor.Matrix_Tensor 3056:120482  some (SH 9527ms, ATP 1946ms): Try this: by (smt (cvc5) assms(1,2,3,4,5,6,7,8) non_empty_mat_mult tensor_non_empty)
0.sledgehammer goal.using      5627ms Matrix_Tensor.Matrix_Tensor 3058:120517  some (SH 5627ms, ATP 2028ms): Try this: by (smt (cvc5) assms(1,2,5,7) non_empty_mat_mult)
0.sledgehammer goal.by         3178ms Matrix_Tensor.Matrix_Tensor 3058:120549  some (SH 3177ms, ATP 1323ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5801ms Matrix_Tensor.Matrix_Tensor 3060:120594  some (SH 5800ms, ATP 1785ms): Try this: by (smt (cvc5) assms(3,4,6,8) non_empty_mat_mult)
0.sledgehammer goal.by         3350ms Matrix_Tensor.Matrix_Tensor 3060:120626  some (SH 3350ms, ATP 1455ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3906ms Matrix_Tensor.Matrix_Tensor 3061:120659  some (SH 3906ms, ATP 1470ms): Try this: by (smt (cvc5) tensor_non_empty)
0.sledgehammer goal.by         3489ms Matrix_Tensor.Matrix_Tensor 3061:120682  some (SH 3489ms, ATP 1565ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6362ms Matrix_Tensor.Matrix_Tensor 3068:120900  some (SH 6361ms, ATP 2037ms): Try this: by (smt (cvc5) matrix_match_def tensor_compose_distribution2)
0.sledgehammer goal.unfolding  4553ms Matrix_Tensor.Matrix_Tensor 3068:120935  some (SH 4553ms, ATP 2057ms): Try this: by (smt (cvc5) matrix_match_def)
0.sledgehammer goal.by         3570ms Matrix_Tensor.Matrix_Tensor 3068:120962  some (SH 3570ms, ATP 1689ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5763ms Matrix_Tensor.Matrix_Tensor 3079:121338  some (SH 5763ms, ATP 1375ms): Try this: by (smt (cvc5) assms(1,2,3,4) matrix_Tensor_elements)
0.sledgehammer goal.by         3316ms Matrix_Tensor.Matrix_Tensor 3079:121373  some (SH 3316ms, ATP 1149ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6173ms Matrix_Tensor.Matrix_Tensor 3090:121774  some (SH 6173ms, ATP 2336ms): Try this: by (smt (cvc5) assms(1,2) matrix_Tensor_elements)
0.sledgehammer goal.by         3495ms Matrix_Tensor.Matrix_Tensor 3090:121809  some (SH 3494ms, ATP 1325ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     56823ms Matrix_Tensor.Matrix_Tensor 3122:123033  some (SH 56822ms, ATP 2295ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff assms(8,9) div_0 div_left_ineq length_greater_0_conv length_map mat_mult mat_multI_def matchAA matchBB matrix_Tensor_elements matrix_index matrix_row_length mod_less_divisor mult_0_right unique_row_col(1) wf1 wf2 wf3 wf4)
0.sledgehammer goal.using      8625ms Matrix_Tensor.Matrix_Tensor 3124:123106  some (SH 8624ms, ATP 2307ms): Try this: by (smt (cvc5) matchAA matchBB non_Nil non_empty_distribution wf1 wf2 wf3 wf4)
0.sledgehammer goal.by         3623ms Matrix_Tensor.Matrix_Tensor 3124:123141  some (SH 3622ms, ATP 1642ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8348ms Matrix_Tensor.Matrix_Tensor 3128:123287  some (SH 8348ms, ATP 1762ms): Try this: by (smt (cvc5) matchAA matchBB non_Nil tensor_compose_distribution1 wf1 wf2 wf3 wf4)
0.sledgehammer goal.by         3721ms Matrix_Tensor.Matrix_Tensor 3128:123328  some (SH 3720ms, ATP 1747ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3801ms Matrix_Tensor.Matrix_Tensor 3132:123474  some (SH 3800ms, ATP 1268ms): Try this: by (smt (cvc5) matrix_row_length)
0.sledgehammer goal.using      7063ms Matrix_Tensor.Matrix_Tensor 3136:123690  some (SH 7063ms, ATP 2593ms): Try this: apply (smt (cvc5) "0" "1" unique_row_col(1))
0.sledgehammer goal.apply      6988ms Matrix_Tensor.Matrix_Tensor 3137:123723  some (SH 6988ms, ATP 1552ms): Try this: apply (smt (cvc5))
0.sledgehammer goal.using      7288ms Matrix_Tensor.Matrix_Tensor 3138:123742  some (SH 7288ms, ATP 1859ms): Try this: by (smt (cvc5) "0" "1" "2" unique_row_col(2))
0.sledgehammer goal.by         6596ms Matrix_Tensor.Matrix_Tensor 3138:123769  some (SH 6596ms, ATP 1659ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3591ms Matrix_Tensor.Matrix_Tensor 3141:123912  some (SH 3590ms, ATP 1214ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3829ms Matrix_Tensor.Matrix_Tensor 3144:124040  some (SH 3829ms, ATP 1427ms): Try this: by (smt (cvc5) \<open>length A2 * length B2 = length (A1 \<circ> A2 \<otimes> B1 \<circ> B2)\<close>)
0.sledgehammer goal.by         3258ms Matrix_Tensor.Matrix_Tensor 3145:124109  some (SH 3257ms, ATP 1307ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5338ms Matrix_Tensor.Matrix_Tensor 3147:124179  some (SH 5338ms, ATP 1796ms): Try this: by (smt (cvc5) mat_mult matchAA wf1 wf2)
0.sledgehammer goal.by         3428ms Matrix_Tensor.Matrix_Tensor 3147:124200  some (SH 3427ms, ATP 1474ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3921ms Matrix_Tensor.Matrix_Tensor 3149:124286  some (SH 3921ms, ATP 1365ms): Try this: by (smt (cvc5) matrix_row_length)
0.sledgehammer goal.by         3379ms Matrix_Tensor.Matrix_Tensor 3149:124312  some (SH 3378ms, ATP 1329ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6625ms Matrix_Tensor.Matrix_Tensor 3151:124384  some (SH 6625ms, ATP 1792ms): Try this: by (smt (cvc5) matchAA non_Nil non_empty_mat_mult unique_row_col(1) wf1 wf2)
0.sledgehammer goal.by         6993ms Matrix_Tensor.Matrix_Tensor 3153:124490  some (SH 6993ms, ATP 1937ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.using      5449ms Matrix_Tensor.Matrix_Tensor 3155:124619  some (SH 5448ms, ATP 1713ms): Try this: by (smt (cvc5) mat_mult matchBB wf3 wf4)
0.sledgehammer goal.by         3636ms Matrix_Tensor.Matrix_Tensor 3155:124640  some (SH 3635ms, ATP 1493ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3893ms Matrix_Tensor.Matrix_Tensor 3157:124726  some (SH 3893ms, ATP 1368ms): Try this: by (smt (cvc5) matrix_row_length)
0.sledgehammer goal.by         3437ms Matrix_Tensor.Matrix_Tensor 3157:124752  some (SH 3436ms, ATP 1357ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6916ms Matrix_Tensor.Matrix_Tensor 3159:124827  some (SH 6915ms, ATP 1840ms): Try this: by (smt (cvc5) matchBB non_Nil non_empty_mat_mult unique_row_col(1) wf3 wf4)
0.sledgehammer goal.by         7021ms Matrix_Tensor.Matrix_Tensor 3161:124986  some (SH 7020ms, ATP 1880ms): Try this: by (smt (cvc5) mat_def)
0.sledgehammer goal.by         7076ms Matrix_Tensor.Matrix_Tensor 3165:125221  some (SH 7075ms, ATP 1396ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3620ms Matrix_Tensor.Matrix_Tensor 3167:125305  some (SH 3619ms, ATP 1151ms): Try this: by (smt (cvc5) assms(8))
0.sledgehammer goal.by         2983ms Matrix_Tensor.Matrix_Tensor 3167:125317  some (SH 2982ms, ATP 1176ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3720ms Matrix_Tensor.Matrix_Tensor 3171:125470  some (SH 3719ms, ATP 1334ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3482ms Matrix_Tensor.Matrix_Tensor 3173:125542  some (SH 3482ms, ATP 1217ms): Try this: by (smt (cvc5) assms(9))
0.sledgehammer goal.by         3320ms Matrix_Tensor.Matrix_Tensor 3173:125554  some (SH 3319ms, ATP 1226ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7097ms Matrix_Tensor.Matrix_Tensor 3179:125824  some (SH 7096ms, ATP 1329ms): Try this: by (smt (cvc5) "12" "5" "9" assms(8) matrix_Tensor_elements)
0.sledgehammer goal.by         3356ms Matrix_Tensor.Matrix_Tensor 3179:125873  some (SH 3355ms, ATP 1145ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7133ms Matrix_Tensor.Matrix_Tensor 3183:126065  some (SH 7132ms, ATP 1251ms): Try this: by (smt (cvc5) "10" "11")
0.sledgehammer goal.by         3212ms Matrix_Tensor.Matrix_Tensor 3183:126077  some (SH 3211ms, ATP 1052ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      9482ms Matrix_Tensor.Matrix_Tensor 3186:126257  some (SH 9482ms, ATP 1028ms): Try this: by (smt (cvc5) "11" "15" "7" assms(8) div_left_ineq matchAA matrix_index wf1 wf2)
0.sledgehammer goal.using      3207ms Matrix_Tensor.Matrix_Tensor 3188:126313  some (SH 3207ms, ATP 1044ms): Try this: by (smt (cvc5) assms(9) div_left_ineq)
0.sledgehammer goal.by         2458ms Matrix_Tensor.Matrix_Tensor 3188:126339  some (SH 2457ms, ATP 616ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3421ms Matrix_Tensor.Matrix_Tensor 3190:126413  some (SH 3420ms, ATP 1067ms): Try this: by (smt (cvc5) assms(8) div_left_ineq)
0.sledgehammer goal.by         2455ms Matrix_Tensor.Matrix_Tensor 3190:126439  some (SH 2447ms, ATP 945ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3580ms Matrix_Tensor.Matrix_Tensor 3192:126528  some (SH 3579ms, ATP 1025ms): Try this: by (smt (cvc5) matchAA wf2)
0.sledgehammer goal.by         3251ms Matrix_Tensor.Matrix_Tensor 3192:126546  some (SH 3250ms, ATP 988ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4141ms Matrix_Tensor.Matrix_Tensor 3193:126585  some (SH 4141ms, ATP 715ms): Try this: by (smt (cvc5) matrix_index wf1)
0.sledgehammer goal.by         3463ms Matrix_Tensor.Matrix_Tensor 3193:126623  some (SH 3462ms, ATP 735ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     11431ms Matrix_Tensor.Matrix_Tensor 3199:126876  some (SH 11430ms, ATP 1088ms): Try this: by (smt (cvc5) assms(8) bot_nat_0.not_eq_extremum length_greater_0_conv matchBB matrix_index mod_by_0 mod_less_divisor mult_0_right non_Nil wf3 wf4)
0.sledgehammer goal.using      3090ms Matrix_Tensor.Matrix_Tensor 3201:126939  some (SH 3089ms, ATP 957ms): Try this: by (smt (cvc5) assms(9))
0.sledgehammer goal.by         3069ms Matrix_Tensor.Matrix_Tensor 3201:126951  some (SH 3068ms, ATP 1096ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by        16254ms Matrix_Tensor.Matrix_Tensor 3203:127025  some (SH 16254ms, ATP 1513ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff bits_mod_div_trivial length_0_conv non_Nil)
0.sledgehammer goal.by         5766ms Matrix_Tensor.Matrix_Tensor 3205:127182  some (SH 5766ms, ATP 1164ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff assms(8) mod_div_trivial mod_eq_self_iff_div_eq_0 mult_is_0)
0.sledgehammer goal.using      3529ms Matrix_Tensor.Matrix_Tensor 3207:127327  some (SH 3528ms, ATP 1096ms): Try this: by (smt (cvc5) matchBB wf4)
0.sledgehammer goal.by         3158ms Matrix_Tensor.Matrix_Tensor 3207:127345  some (SH 3157ms, ATP 1020ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4352ms Matrix_Tensor.Matrix_Tensor 3209:127400  some (SH 4351ms, ATP 1457ms): Try this: by (smt (cvc5) matrix_index wf3)
0.sledgehammer goal.by         3294ms Matrix_Tensor.Matrix_Tensor 3209:127436  some (SH 3294ms, ATP 825ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3577ms Matrix_Tensor.Matrix_Tensor 3211:127475  some (SH 3576ms, ATP 656ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using     45409ms Matrix_Tensor.Matrix_Tensor 3219:127804  some (SH 45409ms, ATP 1481ms): Try this: by (smt (cvc5) elements_matrix_distribution_1 matrix_compose_cond_def)
0.sledgehammer goal.by        15415ms Matrix_Tensor.Matrix_Tensor 3219:127866  some (SH 15413ms, ATP 1346ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7168ms Matrix_Tensor.Matrix_Tensor 3233:128328  some (SH 7167ms, ATP 1178ms): Try this: by (smt (cvc5) elements_matrix_distribution_1 matrix_match_def)
0.sledgehammer goal.unfolding  4327ms Matrix_Tensor.Matrix_Tensor 3233:128365  some (SH 4327ms, ATP 1323ms): Try this: by (smt (cvc5) matrix_match_def)
0.sledgehammer goal.by         3735ms Matrix_Tensor.Matrix_Tensor 3233:128392  some (SH 3734ms, ATP 1036ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      9020ms Matrix_Tensor.Matrix_Tensor 3247:129006  some (SH 9019ms, ATP 2383ms): Try this: by (smt (cvc5) assms matrix_match_condn_1)
0.sledgehammer goal.unfolding  3922ms Matrix_Tensor.Matrix_Tensor 3247:129039  some (SH 3921ms, ATP 974ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4947ms Matrix_Tensor.Matrix_Tensor 3248:129074  some (SH 4947ms, ATP 1777ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     11864ms Matrix_Tensor.Matrix_Tensor 3269:129883  some (SH 11863ms, ATP 1400ms): Try this: by (smt (cvc5) col_formula effective_well_defined_Tensor i j matchAA matchBB matrix_index row_formula row_length_mat wf1 wf2 wf3 wf4)
0.sledgehammer goal.using      4151ms Matrix_Tensor.Matrix_Tensor 3274:130054  some (SH 4150ms, ATP 1295ms): Try this: by (smt (cvc5) effective_well_defined_Tensor wf1 wf3)
0.sledgehammer goal.by         3021ms Matrix_Tensor.Matrix_Tensor 3274:130088  some (SH 3020ms, ATP 971ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4400ms Matrix_Tensor.Matrix_Tensor 3279:130279  some (SH 4399ms, ATP 1193ms): Try this: by (smt (cvc5) effective_well_defined_Tensor wf2 wf4)
0.sledgehammer goal.by         3284ms Matrix_Tensor.Matrix_Tensor 3279:130313  some (SH 3284ms, ATP 1123ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3762ms Matrix_Tensor.Matrix_Tensor 3282:130444  some (SH 3761ms, ATP 1125ms): Try this: by (smt (cvc5) matchAA matchBB)
0.sledgehammer goal.by         3059ms Matrix_Tensor.Matrix_Tensor 3282:130466  some (SH 3058ms, ATP 927ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5806ms Matrix_Tensor.Matrix_Tensor 3285:130609  some (SH 5805ms, ATP 816ms): Try this: by (smt (cvc5) i j matrix_index row_length_mat)
0.sledgehammer goal.by         6826ms Matrix_Tensor.Matrix_Tensor 3287:130729  some (SH 6825ms, ATP 887ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5421ms Matrix_Tensor.Matrix_Tensor 3292:130940  some (SH 5420ms, ATP 1643ms): Try this: by (smt (cvc5) i row_formula wf1 wf3)
0.sledgehammer goal.by         3576ms Matrix_Tensor.Matrix_Tensor 3292:130979  some (SH 3576ms, ATP 1623ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5334ms Matrix_Tensor.Matrix_Tensor 3294:131107  some (SH 5333ms, ATP 1578ms): Try this: by (smt (cvc5) col_formula j wf2 wf4)
0.sledgehammer goal.by         3329ms Matrix_Tensor.Matrix_Tensor 3294:131135  some (SH 3328ms, ATP 746ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3800ms Matrix_Tensor.Matrix_Tensor 3295:131168  some (SH 3799ms, ATP 762ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using     16218ms Matrix_Tensor.Matrix_Tensor 3310:131652  some (SH 16217ms, ATP 1248ms): Try this: by (smt (cvc5) elements_matrix_distribution2 matrix_match_def)
0.sledgehammer goal.unfolding  7199ms Matrix_Tensor.Matrix_Tensor 3310:131688  some (SH 7199ms, ATP 1225ms): Try this: by (smt (cvc5) matrix_match_def)
0.sledgehammer goal.by         3939ms Matrix_Tensor.Matrix_Tensor 3310:131715  some (SH 3938ms, ATP 1411ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4627ms Matrix_Tensor.Matrix_Tensor 3325:132264  some (SH 4626ms, ATP 1050ms): Try this: by (smt (cvc5) assms matrix_match_condn_2)
0.sledgehammer goal.unfolding  3743ms Matrix_Tensor.Matrix_Tensor 3325:132297  some (SH 3742ms, ATP 1128ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4138ms Matrix_Tensor.Matrix_Tensor 3325:132324  some (SH 4137ms, ATP 1250ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4250ms Matrix_Tensor.Matrix_Tensor 3329:132366  some (SH 4249ms, ATP 833ms): Try this: by (smt (cvc5) zip_Nil)
0.sledgehammer goal.by         3917ms Matrix_Tensor.Matrix_Tensor 3329:132380  some (SH 3917ms, ATP 840ms): Try this: by (smt (cvc5) zip_Nil)
0.sledgehammer goal.proof     40737ms Matrix_Tensor.Matrix_Tensor 3332:132425  some (SH 40736ms, ATP 3943ms): Try this: by (smt (cvc5) comm plus_left_distributivity plus_left_inverse plus_mult.plus_assoc plus_mult_axioms plus_right_id)
0.sledgehammer goal.using      3193ms Matrix_Tensor.Matrix_Tensor 3334:132462  some (SH 3192ms, ATP 1169ms): Try this: by (smt (cvc5) plus_mult.plus_right_id plus_mult_axioms)
0.sledgehammer goal.by         3108ms Matrix_Tensor.Matrix_Tensor 3334:132481  some (SH 3107ms, ATP 1016ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3540ms Matrix_Tensor.Matrix_Tensor 3336:132534  some (SH 3540ms, ATP 1066ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3861ms Matrix_Tensor.Matrix_Tensor 3338:132593  some (SH 3860ms, ATP 1190ms): Try this: by (smt (cvc5) plus_mult.plus_right_distributivity plus_mult_axioms)
0.sledgehammer goal.by         3161ms Matrix_Tensor.Matrix_Tensor 3338:132626  some (SH 3160ms, ATP 1109ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3651ms Matrix_Tensor.Matrix_Tensor 3340:132727  some (SH 3650ms, ATP 1132ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4711ms Matrix_Tensor.Matrix_Tensor 3342:132776  some (SH 4710ms, ATP 1303ms): Try this: by (smt (cvc5) plus_assoc plus_left_inverse)
0.sledgehammer goal.by         3781ms Matrix_Tensor.Matrix_Tensor 3342:132812  some (SH 3781ms, ATP 1256ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3705ms Matrix_Tensor.Matrix_Tensor 3344:132848  some (SH 3704ms, ATP 1253ms): Try this: by (smt (cvc5) plus_mult.plus_right_id plus_mult_axioms)
0.sledgehammer goal.by         3281ms Matrix_Tensor.Matrix_Tensor 3344:132868  some (SH 3281ms, ATP 1215ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  4557ms Matrix_Tensor.Matrix_Tensor 3348:132957  some (SH 4556ms, ATP 2375ms): Try this: by (smt (cvc5) zip_Cons_Cons)
